Localização,Inventário,Denominação do Imobilizado,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
5.92 SÃO JOÃO DA BOA VISTA,443012,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1982-11-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,451477,CADEIRA PARA SALA DE AULA DC-1.119,CADEIRA FIXA P/SALA DE AULA - AZUL,55.9%,1983-12-31 00:00:00,AVALIAR: Similaridade moderada (55.9%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460330,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460343,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460344,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460389,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460423,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460424,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503785,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503791,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503793,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503794,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503797,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503799,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503801,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503804,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503805,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503806,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503807,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503810,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503811,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503814,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503815,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503816,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503817,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503819,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503829,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503866,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503868,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503869,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503871,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503873,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503874,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503877,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,503878,CARTEIRA PARA SALA DE AULA DC-1117,RELÓGIO DIDÁTICO PARA SALA DE AULA,40.1%,1989-01-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'RELÓGIO DIDÁTICO PARA SALA DE AULA...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,515759,CARTEIRA P/SALA DE AULA DC 1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606810,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606835,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606899,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606903,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606962,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606970,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,606995,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607018,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607096,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607115,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607126,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607128,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607174,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,607176,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,442706,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1982-11-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460388,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,460406,CADEIRA P/SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.92 SÃO JOÃO DA BOA VISTA,519172,CADEIRA DC-1307 CAPRI,CADEIRA PLÁSTICA,33.7%,1989-11-30 00:00:00,MANTER: Baixa similaridade (33.7%) com consumível 'CADEIRA PLÁSTICA...'. Provavelmente corretamente classificado.
5.92 SÃO JOÃO DA BOA VISTA,519175,CADEIRA DC-1307 CAPRI,CADEIRA PLÁSTICA,33.7%,1989-11-30 00:00:00,MANTER: Baixa similaridade (33.7%) com consumível 'CADEIRA PLÁSTICA...'. Provavelmente corretamente classificado.
5.92 SÃO JOÃO DA BOA VISTA,519195,CADEIRA DC-1307 AZUL PARIS,CADEIRA MODELO CORAL COR AZUL,37.5%,1989-11-30 00:00:00,MANTER: Baixa similaridade (37.5%) com consumível 'CADEIRA MODELO CORAL COR AZUL...'. Provavelmente corretamente classificado.
5.92 SÃO JOÃO DA BOA VISTA,519279,CADEIRA P/SALA DE AULA,CADEIRA FIXA P/SALA DE AULA - AZUL,66.4%,1989-11-30 00:00:00,RECLASSIFICAR: Alta similaridade (66.4%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Forte indicação de má classificação.
